5,99.32713027278471,43.7233234930891,6.868643038833413
100,279.9450274209629,204.48578756844583,135.5458789861089
200,331.5786650817681,252.05439502562203,170.17223606772254
300,381.25399766440086,281.5748733287741,192.57480080516982
400,382.4199628896831,275.1140922467865,178.80928749535425
500,386.2951529691423,267.56527516945016,161.2571360354991
600,340.80598922294047,245.59411117273416,183.67063862001402
700,275.02087820013736,191.75573634413962,67.27088572845763
800,279.2655139434376,227.59294856217358,182.05685304160207
900,294.33038473917935,229.73450351773965,167.60645019169664
1000,253.8183807527734,197.940622346947,117.67003064010972
1100,343.7688874261911,204.8131143459013,153.78914759704062
1200,268.45296419833835,199.30604130408807,145.02687501232418
1300,260.9479580994921,206.8729445155915,154.9650232813716
1400,228.3203121351852,176.44377388205365,139.0204895616241
1500,271.6747406125244,209.5708229663078,102.55075847834823
1600,273.96523545563616,197.42844405831113,114.5471779318596
1700,318.69551172395666,224.30156795260436,153.34084247413014
1800,299.7290489821332,225.7487010998585,157.1917474879211
1900,307.1613864275053,214.45740294498833,62.2220150868565
2000,395.6021993284283,254.58662675975512,192.95835332832183
2100,319.85319279530387,225.01955320624336,148.37812463706499
2200,302.408669571223,247.4588833030419,178.2685303533898
2300,379.5267229072723,257.78502781303513,158.62662000602268
2400,389.4979191918137,265.7849681022299,193.5929945253516
2500,370.8869455562848,257.89214818192016,191.3202252304792
2600,296.68931436158744,235.5703321516039,133.50344354090666
2700,369.23622513605915,272.9408570739987,202.55948376557927
2800,381.98075494107815,268.1190390618907,227.3643243597698
2900,317.38777974700594,255.13661159820106,201.24829404105677
3000,334.78730757628927,246.47393257589073,200.72528474609723
3100,363.4011990929827,279.18471250912546,221.45226220193553
3200,349.6759143468874,274.1946845466943,215.0913018156083
3300,390.33415824216104,262.10944808572646,202.79480455293353
3400,340.1968113382317,275.3581533402029,208.5627632467844
3500,340.05027474791467,281.2759781276507,237.2680238548114
3600,387.2763865176041,293.4185800419262,208.93553687634966
3700,320.7496058194819,270.89043239553854,184.8781246370649
3800,336.8886454331546,280.3276729961312,158.85511534210536
3900,360.2446071301295,284.4204304962462,221.8311263627861
4000,376.72949507440933,288.197218280649,206.24791310973873
4100,346.10971985093755,274.3990501091468,195.2596611920185
