0.0,0.1,0.05,0.05,0.1,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.05,0.1,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.1,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.1,0.0,0.05,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.1,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.1,0.0,0.1,0.0,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.05,0.0,0.1,0.05,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.05,0.0,0.1,0.05,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.0,0.05,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.05,0.1,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.1,0.05,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.0,0.0,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.1,0.1,0.0,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.1,0.05,0.0,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.1,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.1,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.1,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.0,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.1,0.0,0.0,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.0,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.05,0.05,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.05,0.05,0.1,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.05,0.1,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.1,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.1,0.0,0.05,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.1,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.1,0.0,0.1,0.0,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.05,0.0,0.1,0.05,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.05,0.0,0.1,0.05,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.0,0.05,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.05,0.1,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.1,0.05,0.1,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.0,0.0,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.1,0.1,0.0,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.1,0.05,0.0,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.1,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.05,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.1,0.1,0.0,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.05,0.1,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.05,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.0,0.0,0.1,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.1,0.0,0.0,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.0,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.05,0.05,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.05,0.0,0.05,0.05,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.05,0.0,0.0,0.05,0.1,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.1,0.05,0.0,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.0,0.05,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.0,0.1,0.0,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.0,0.0,0.05,0.0,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.0,0.05,0.05,0.0,0.0,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.1,0.1,0.05,0.0,0.0,0.05,0.1,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.05,0.0,0.0,0.05,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.0,0.1,0.05,0.0,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
0.05,0.1,0.05,0.0,0.1,0.1,0.0,0.0,9.7,39.475,84.2,160.725,204.1,510.3
